region,channel,service_type,plan_type,customer_type,address_verified,network_available,inventory_available,credit_check_passed,installation_required,monthly_charge,previous_failed_orders,order_result
South,Phone,Fiber,Basic,New,1,1,1,1,1,79.19834728006117,0,0
West,Store,5G,Standard,New,1,1,1,0,0,154.5672522187692,0,0
North,Online,DSL,Standard,New,1,1,1,1,0,94.2683283972019,2,0
West,Store,5G,Premium,New,1,1,1,1,0,116.69585988356216,2,0
West,Phone,5G,Premium,New,0,1,1,1,0,49.24586194063744,0,0
South,Phone,DSL,Premium,New,1,0,1,1,1,181.03701806938338,0,0
East,Phone,5G,Standard,New,1,1,1,1,1,105.59023215736397,0,0
East,Phone,5G,Standard,New,1,1,1,1,0,166.09308750128756,1,0
West,Store,DSL,Basic,Existing,0,1,1,1,1,42.644185972258875,2,0
West,Online,Fiber,Premium,Existing,1,1,1,0,0,151.96585150695302,0,0
East,Store,Fiber,Basic,Existing,1,1,1,1,0,120.22703037570892,1,0
East,Online,5G,Standard,Existing,1,1,1,1,1,81.60475632432151,1,0
South,Phone,Fiber,Premium,New,0,1,1,1,1,154.53099917480944,1,0
North,Online,Fiber,Basic,Existing,1,1,1,1,1,118.47197054727445,1,0
West,Phone,5G,Standard,New,1,1,1,1,1,136.19954031640867,0,0
East,Store,DSL,Basic,Existing,1,1,1,1,1,157.59632993146045,0,0
West,Online,Fiber,Premium,New,0,1,1,1,1,54.31087677133087,0,0
West,Store,5G,Basic,Existing,1,1,1,1,1,150.30675178115303,0,0
East,Phone,DSL,Basic,Existing,1,1,1,1,0,108.38068035344817,0,0
South,Store,Fiber,Standard,Existing,1,1,1,1,0,188.8647190605275,0,0
West,Phone,DSL,Premium,New,1,1,0,1,0,180.57066322477186,1,0
South,Phone,5G,Basic,Existing,1,1,1,1,0,160.42076863733428,3,0
East,Phone,DSL,Standard,Existing,1,1,1,1,1,157.2998339477818,1,0
North,Store,DSL,Premium,Existing,1,1,1,1,0,181.57208683405443,2,0
North,Store,5G,Standard,Existing,1,1,1,1,1,167.3279124877832,1,0
West,Online,Fiber,Premium,Existing,1,1,1,1,1,193.98794388743502,0,0
East,Online,Fiber,Standard,New,1,1,1,1,0,178.11945098168053,2,0
South,Store,DSL,Standard,New,1,1,1,1,0,92.71737928557562,2,0
West,Store,DSL,Standard,Existing,1,1,0,1,1,151.6660087287304,0,0
East,Store,DSL,Basic,New,1,1,1,1,1,178.54613833227845,1,0
East,Store,DSL,Basic,Existing,1,1,0,1,1,169.62650956487184,0,0
South,Phone,Fiber,Standard,Existing,1,1,1,1,0,139.62741183420064,0,0
West,Phone,5G,Premium,Existing,1,1,1,1,0,120.5797763495176,0,0
East,Phone,5G,Standard,Existing,1,1,1,1,0,53.34647795906086,0,0
East,Store,5G,Basic,New,1,1,1,1,1,91.27255668688602,2,0
East,Phone,DSL,Premium,Existing,1,1,0,1,0,136.83168276347885,0,0
South,Phone,DSL,Basic,Existing,1,1,1,1,0,132.47667031856764,0,0
West,Online,5G,Standard,New,1,1,1,0,0,159.93394111318216,2,1
West,Online,Fiber,Basic,Existing,1,1,1,1,0,180.17674292150573,0,0
West,Phone,5G,Basic,Existing,1,1,1,1,1,129.89036616609138,0,0
West,Phone,Fiber,Basic,New,1,1,1,1,1,142.8413297600617,1,0
North,Phone,DSL,Standard,New,1,1,1,1,0,108.1350843003115,0,0
North,Store,5G,Basic,Existing,1,1,1,1,0,49.38667760429246,2,0
West,Online,5G,Standard,Existing,1,1,0,1,1,92.32962091667895,2,0
South,Online,DSL,Standard,Existing,1,1,1,1,1,126.32254465256713,2,0
North,Online,Fiber,Basic,New,1,1,1,1,0,118.87709126216565,2,0
East,Phone,5G,Premium,Existing,1,1,1,1,1,130.1113254156898,0,0
North,Store,5G,Basic,Existing,1,0,1,1,0,140.06506971898978,0,0
East,Online,Fiber,Basic,Existing,1,1,1,1,1,51.04568055785181,0,0
West,Online,5G,Basic,Existing,0,1,1,1,1,41.972716383959906,0,0
North,Store,5G,Premium,New,0,1,1,1,0,76.46869176172446,0,0
South,Phone,DSL,Premium,New,1,1,1,1,0,126.09527486599191,0,0
North,Phone,Fiber,Standard,Existing,1,0,1,0,1,94.43391698812489,0,1
North,Online,5G,Premium,New,0,1,1,1,0,133.0580131855388,0,0
North,Online,5G,Premium,Existing,1,0,1,0,0,142.08221054301313,0,1
West,Store,DSL,Basic,New,1,1,1,1,0,67.96496254471782,1,0
South,Online,5G,Standard,New,1,1,1,1,0,133.93335083184013,1,0
North,Store,DSL,Standard,New,1,1,1,1,0,199.33871338607233,1,0
South,Online,5G,Premium,Existing,1,1,1,1,0,193.99111373152033,1,0
West,Online,DSL,Premium,Existing,1,1,1,1,0,96.52018331620977,0,0
East,Online,Fiber,Basic,New,0,1,1,1,1,72.58069109755652,1,0
North,Phone,Fiber,Premium,Existing,1,1,1,1,0,184.99502101963594,0,0
South,Store,5G,Premium,New,1,1,1,1,1,160.27890595566987,0,0
South,Store,5G,Standard,Existing,1,1,1,1,0,77.8823603387393,0,0
West,Phone,DSL,Premium,New,1,1,1,1,1,93.04563923454094,0,0
North,Phone,DSL,Basic,New,0,1,0,1,1,108.94839648592558,3,1
East,Phone,Fiber,Standard,Existing,1,1,0,1,0,102.52886575743354,1,0
South,Store,5G,Standard,Existing,1,1,1,1,1,138.384187787553,1,0
North,Online,DSL,Premium,New,1,1,1,1,1,155.76360029909455,2,0
East,Phone,Fiber,Basic,Existing,1,1,1,1,0,183.93162461662774,1,0
South,Phone,Fiber,Standard,New,1,1,1,1,1,68.1956056126924,0,0
South,Phone,DSL,Basic,New,1,1,1,1,0,98.50435385095126,1,0
East,Online,5G,Basic,Existing,1,1,1,1,0,159.96423745053931,1,0
East,Online,Fiber,Premium,Existing,1,1,1,1,0,151.3797435999679,0,0
West,Phone,DSL,Basic,Existing,1,0,1,1,1,183.7679965924219,1,0
North,Online,Fiber,Standard,Existing,1,1,1,1,1,153.49340150032583,0,0
North,Phone,5G,Premium,New,1,1,0,1,1,58.45689360921084,1,0
West,Online,DSL,Standard,New,1,1,1,0,0,155.17051309233605,0,0
South,Store,5G,Basic,New,1,1,1,1,0,44.76657652412706,1,0
East,Store,5G,Basic,Existing,0,1,1,1,0,129.8932244893607,0,0
East,Online,Fiber,Premium,Existing,1,1,1,1,0,147.17452064777615,0,0
East,Store,5G,Premium,New,1,1,1,1,0,172.02683489241497,0,0
South,Store,Fiber,Standard,Existing,1,1,1,1,1,136.09824570881304,1,0
East,Store,DSL,Standard,Existing,1,1,1,1,1,141.62390341182788,0,0
East,Phone,DSL,Basic,Existing,1,1,0,1,0,64.33565618089325,1,0
West,Online,Fiber,Premium,New,1,1,1,1,0,49.98149093883653,1,0
South,Online,Fiber,Basic,New,1,1,1,1,0,56.30824414569746,0,0
North,Online,Fiber,Basic,Existing,1,1,1,1,1,76.78568113637864,2,0
West,Store,5G,Standard,New,1,1,1,1,0,111.51599641566628,0,0
West,Phone,DSL,Standard,New,1,1,1,1,0,102.8567052713606,0,0
North,Online,DSL,Standard,New,1,1,1,1,1,88.23458456406965,1,0
West,Store,5G,Premium,New,1,0,0,1,0,182.1269369113745,1,1
South,Phone,Fiber,Standard,New,1,1,1,1,1,54.076697007993495,2,0
East,Phone,DSL,Premium,Existing,1,1,0,1,1,63.06470162341705,0,0
South,Online,5G,Basic,New,1,1,0,1,1,109.59892265045114,0,0
North,Online,Fiber,Premium,Existing,1,1,1,1,1,60.73436546731487,1,0
North,Store,DSL,Standard,Existing,1,1,1,1,0,64.89203487757051,2,0
West,Online,Fiber,Premium,New,1,1,1,1,1,194.733776033647,1,0
South,Store,5G,Premium,New,0,1,1,1,1,119.07770326757088,1,0
South,Phone,DSL,Standard,New,1,1,0,0,1,56.79930015539591,1,1
North,Phone,Fiber,Standard,New,1,1,0,1,1,48.316297440682575,0,0
South,Phone,Fiber,Basic,Existing,1,1,1,1,0,157.59610439758774,1,0
North,Phone,Fiber,Premium,Existing,1,1,1,1,0,101.53373132522951,0,0
South,Online,5G,Basic,Existing,1,1,1,1,0,85.52043828541392,0,0
South,Online,Fiber,Basic,New,0,1,1,1,1,150.05526130921595,0,0
South,Store,DSL,Premium,Existing,1,1,1,1,1,151.79162064535427,0,0
North,Store,DSL,Basic,Existing,1,1,0,1,0,97.67299093276691,0,0
West,Store,Fiber,Premium,New,1,1,0,1,0,192.11124467606427,1,0
South,Store,5G,Basic,New,0,1,1,1,0,103.98738249835999,0,0
North,Store,DSL,Basic,New,1,0,1,1,0,100.73819358673752,0,0
North,Phone,DSL,Premium,Existing,0,1,1,1,0,164.448530110332,4,0
South,Phone,DSL,Standard,New,1,1,1,1,1,170.5453424488747,3,0
South,Phone,Fiber,Premium,Existing,1,1,1,1,1,85.95741041943056,1,0
West,Store,DSL,Standard,New,1,1,1,0,1,150.25240407530092,0,0
North,Phone,Fiber,Premium,Existing,0,1,1,1,0,142.27929488227517,0,0
North,Phone,Fiber,Premium,Existing,1,1,1,1,1,45.38624189672545,0,0
East,Phone,Fiber,Standard,New,1,1,1,1,1,71.2660556437292,2,0
North,Phone,Fiber,Standard,Existing,1,1,1,1,0,56.088248658416276,0,0
West,Online,Fiber,Premium,New,1,1,1,1,1,181.6441889287111,1,0
East,Store,DSL,Premium,New,1,1,1,1,0,192.9131740264055,1,0
East,Store,Fiber,Premium,New,1,0,1,1,0,171.99725925659868,0,0
East,Online,Fiber,Standard,Existing,0,1,1,1,1,89.77591987498194,1,0
South,Phone,Fiber,Premium,Existing,1,1,1,1,0,177.62122353762808,0,0
South,Phone,Fiber,Standard,Existing,1,1,1,1,1,49.30746404176132,0,0
North,Phone,Fiber,Basic,New,1,1,0,1,0,149.6444769017791,0,0
East,Store,Fiber,Standard,Existing,1,1,1,1,0,59.856378149423094,0,0
West,Store,DSL,Basic,Existing,1,1,1,1,0,42.010990456336295,0,0
South,Store,Fiber,Premium,New,1,1,1,1,1,68.06856341475327,1,0
West,Store,Fiber,Premium,New,0,1,1,1,0,194.14594703498136,2,0
West,Store,DSL,Standard,New,1,1,0,1,0,160.67469611539894,0,0
South,Online,DSL,Basic,New,1,1,1,0,1,122.8882334941793,1,0
South,Store,5G,Premium,New,1,1,1,1,1,189.91279184432676,1,0
South,Phone,DSL,Premium,New,1,1,1,1,1,106.58472949720533,1,0
South,Store,DSL,Basic,New,0,0,0,1,0,46.44521763010515,0,1
East,Online,Fiber,Premium,Existing,1,1,1,0,0,135.13540475101087,2,1
East,Phone,5G,Premium,New,1,1,1,1,0,172.53782159301008,0,0
East,Online,Fiber,Standard,New,1,1,1,1,1,85.76737310327472,0,0
East,Phone,5G,Premium,New,0,1,1,1,0,90.76891052999775,3,0
North,Store,Fiber,Basic,New,0,1,1,1,0,147.44884376547176,1,0
East,Online,DSL,Premium,New,1,1,1,1,0,168.71877147048644,1,0
South,Phone,DSL,Standard,Existing,1,1,1,1,0,109.45072083631004,1,0
West,Store,5G,Premium,New,0,1,1,1,1,54.232550311670025,1,0
East,Phone,Fiber,Basic,Existing,1,1,1,1,0,159.4540304316425,0,0
North,Online,Fiber,Premium,Existing,1,1,0,1,1,108.24413735420549,0,0
South,Online,DSL,Basic,New,1,1,1,1,0,185.62648674458592,0,0
West,Online,DSL,Standard,New,1,1,1,1,0,80.50391988850039,0,0
West,Online,5G,Premium,New,1,0,1,1,0,114.12564251618959,0,0
East,Store,DSL,Premium,Existing,1,1,1,1,0,153.30016395536066,0,0
West,Phone,5G,Standard,New,1,1,1,1,0,79.22885392836343,2,0
East,Store,5G,Basic,Existing,1,1,0,1,1,76.29825964185264,0,0
East,Online,5G,Basic,Existing,0,1,1,1,1,156.57995612952453,0,0
South,Phone,5G,Premium,New,1,1,1,1,0,68.78997249819683,0,0
South,Online,DSL,Basic,New,1,1,1,1,0,59.06463540950945,0,0
North,Store,5G,Basic,Existing,1,1,1,1,0,81.43203584408926,1,0
South,Store,DSL,Premium,Existing,0,1,1,1,0,171.2524917947159,1,0
South,Store,5G,Basic,New,1,1,1,1,0,178.2123908409278,4,0
East,Phone,DSL,Basic,New,1,1,1,1,1,56.701985665693414,2,0
South,Phone,5G,Premium,Existing,1,1,1,1,0,57.549150369856164,0,0
East,Online,DSL,Premium,Existing,0,1,1,1,0,173.9441429528785,1,0
East,Phone,Fiber,Basic,New,0,1,0,1,1,191.34852455322454,1,0
South,Phone,5G,Premium,Existing,1,1,1,0,1,116.83243688379665,4,1
North,Store,5G,Basic,New,1,1,1,1,1,175.85216015917274,2,0
North,Online,Fiber,Basic,New,1,1,1,1,0,182.29609138227346,0,0
West,Store,Fiber,Basic,New,1,0,1,1,0,97.71844708990288,0,0
West,Online,5G,Basic,Existing,1,1,1,1,0,120.73678978016724,1,0
South,Online,DSL,Premium,Existing,1,1,1,1,0,131.38302034444888,1,0
North,Phone,5G,Premium,Existing,1,1,1,1,0,163.97492243231125,0,0
East,Store,DSL,Standard,New,1,1,1,1,0,113.47593682365545,0,0
West,Phone,Fiber,Premium,New,1,1,1,1,1,121.1823115956045,1,0
East,Phone,DSL,Standard,New,1,1,0,1,0,51.920285903135195,1,0
West,Phone,5G,Basic,Existing,1,1,0,1,1,48.66745490404101,1,0
South,Online,Fiber,Premium,New,0,1,1,1,0,158.34739072427396,0,0
North,Store,Fiber,Basic,New,1,1,1,1,1,117.16145852182652,0,0
West,Store,5G,Standard,New,1,1,1,1,0,54.341178739916614,0,0
North,Phone,5G,Premium,Existing,1,1,1,1,0,78.53776503262786,1,0
East,Online,Fiber,Premium,Existing,0,1,1,1,0,148.37363540433074,0,0
South,Store,DSL,Premium,Existing,1,1,0,1,0,120.76298201493503,1,0
North,Store,DSL,Premium,Existing,0,1,1,1,1,167.09066069170117,2,0
South,Phone,DSL,Basic,Existing,1,1,1,1,0,102.95049976756403,0,0
North,Online,5G,Premium,Existing,1,1,1,1,0,58.413519408752705,1,0
East,Phone,Fiber,Standard,Existing,1,1,1,1,0,82.81151201975041,1,0
East,Store,DSL,Premium,New,1,1,1,1,0,57.59288683968116,1,0
South,Online,Fiber,Standard,New,0,1,1,1,0,116.87588711356588,0,0
East,Phone,DSL,Standard,New,0,1,1,1,1,115.86960199016828,3,0
West,Store,Fiber,Basic,New,1,1,1,1,1,51.84213847053634,1,0
North,Phone,5G,Premium,Existing,1,1,1,1,0,70.63946224386385,0,0
East,Phone,5G,Standard,Existing,1,1,1,1,0,195.17901754332397,2,0
West,Phone,5G,Premium,New,1,0,1,1,0,197.3586844563307,0,0
South,Online,DSL,Basic,New,1,1,0,1,0,94.82252131077149,0,0
West,Store,5G,Basic,Existing,1,1,0,1,1,63.14516893706951,1,0
South,Store,5G,Premium,Existing,1,1,1,1,1,70.14151394588248,1,0
South,Store,5G,Standard,Existing,1,1,0,1,1,53.02896427317776,0,0
North,Store,Fiber,Basic,New,1,1,1,1,0,53.67880599720293,0,0
North,Online,Fiber,Standard,Existing,1,1,1,1,1,70.87782798200968,0,0
West,Phone,Fiber,Standard,New,1,1,0,1,0,115.270725109224,0,0
North,Store,Fiber,Premium,Existing,1,1,1,1,1,154.05906926265348,0,0
North,Online,Fiber,Basic,Existing,1,1,1,1,1,65.28568145966315,0,0
North,Phone,Fiber,Premium,New,1,0,1,1,0,106.71080102535808,0,0
West,Online,Fiber,Premium,Existing,1,1,1,1,1,53.68519411950462,0,0
East,Online,5G,Premium,New,0,1,1,0,0,139.46115304179833,2,1
North,Store,5G,Standard,Existing,1,1,1,1,1,108.9136276912404,1,0
North,Store,DSL,Premium,Existing,1,1,1,1,1,167.90022388152653,1,0
West,Phone,5G,Basic,New,1,1,0,1,1,181.08441461414836,0,0
East,Phone,Fiber,Standard,Existing,1,1,1,1,1,78.93854481538278,0,0
North,Store,Fiber,Premium,Existing,1,1,1,1,1,104.14774607082018,0,0
South,Online,DSL,Basic,Existing,1,1,1,1,0,119.57233984749595,2,0
West,Store,5G,Premium,Existing,1,1,1,1,0,199.4077698596917,0,0
North,Phone,5G,Premium,Existing,1,1,1,1,0,186.51293867688057,0,0
North,Online,DSL,Premium,Existing,1,0,1,1,0,195.18447287888807,0,0
South,Online,Fiber,Standard,Existing,1,0,1,1,0,114.2492209565634,1,0
South,Online,Fiber,Premium,Existing,1,1,1,1,0,199.9323454635661,1,0
West,Store,Fiber,Basic,Existing,1,1,1,1,0,45.16057468067405,1,0
West,Store,Fiber,Premium,New,1,1,1,1,1,194.84307652643648,4,0
South,Phone,DSL,Premium,Existing,1,1,1,1,1,70.78288941893545,0,0
West,Online,5G,Standard,Existing,1,1,1,1,1,196.6082789871697,0,0
South,Online,Fiber,Premium,Existing,0,1,0,1,0,112.7779352405826,1,0
North,Store,5G,Basic,New,1,1,0,1,1,132.71506334517034,0,0
South,Phone,5G,Basic,New,1,1,1,1,0,185.18387957942605,0,0
South,Phone,Fiber,Premium,New,1,1,0,1,0,197.48629963165524,0,0
East,Online,Fiber,Basic,New,1,1,1,1,1,67.45970605125063,0,0
South,Store,Fiber,Basic,New,1,1,1,1,1,137.43958665832648,1,0
South,Online,5G,Premium,New,1,0,1,1,0,150.85807843175843,1,0
East,Store,DSL,Basic,Existing,0,0,1,1,0,153.3072446678878,1,1
West,Phone,Fiber,Basic,New,1,1,0,1,0,73.63988841441557,2,0
East,Online,5G,Premium,Existing,0,1,1,1,1,51.20295608458125,0,0
North,Online,5G,Standard,Existing,1,1,1,1,0,100.19853649900807,1,0
East,Online,Fiber,Standard,Existing,1,1,1,1,0,169.8617929194105,1,0
North,Phone,DSL,Premium,New,1,1,0,1,0,195.30199853270153,0,0
West,Online,Fiber,Standard,Existing,1,1,1,1,0,111.1397481085236,0,0
East,Phone,Fiber,Standard,Existing,0,1,1,0,0,186.2742226568196,0,1
East,Store,DSL,Standard,New,0,1,1,1,0,155.56943891196195,1,0
West,Phone,Fiber,Standard,New,1,1,1,1,1,58.87900191990889,0,0
North,Store,Fiber,Premium,Existing,1,0,1,1,0,95.2699880347688,1,0
East,Phone,DSL,Standard,New,0,1,1,1,0,159.1021182180759,1,0
North,Phone,5G,Standard,New,0,1,1,1,0,111.55709667049209,0,0
East,Online,5G,Premium,Existing,1,1,1,1,0,144.96347722996558,1,0
South,Phone,5G,Premium,Existing,1,1,1,1,1,161.53864458883118,0,0
East,Online,5G,Standard,Existing,1,1,0,1,1,196.95876119510362,0,0
West,Store,5G,Basic,Existing,1,1,1,1,0,186.9096201612404,0,0
West,Store,Fiber,Premium,Existing,1,0,0,1,0,95.07905645800464,0,1
North,Online,DSL,Premium,Existing,1,0,1,1,1,168.43895107959753,1,0
East,Store,5G,Standard,Existing,1,1,1,1,1,99.59978433378822,1,0
North,Phone,DSL,Basic,Existing,1,1,1,1,0,143.40396697975922,0,0
North,Online,5G,Premium,New,1,0,1,1,0,49.85891667025173,2,1
South,Online,Fiber,Premium,New,1,1,1,1,0,165.45180473763799,1,0
South,Online,5G,Premium,New,1,0,1,1,1,198.58880206500368,0,0
West,Store,5G,Basic,New,1,1,1,0,0,126.22844571556985,1,0
North,Store,DSL,Premium,New,1,1,1,1,1,189.20685795955504,0,0
West,Phone,DSL,Premium,Existing,1,1,1,1,0,179.63572540115328,0,0
East,Phone,Fiber,Basic,New,0,1,1,1,0,41.84525550461114,2,0
North,Online,DSL,Premium,New,1,1,1,1,1,54.33486881948333,1,0
North,Phone,DSL,Basic,Existing,0,1,0,1,0,109.81199391667707,1,0
East,Store,DSL,Basic,New,1,1,1,0,0,82.32129570423902,1,0
East,Phone,Fiber,Basic,Existing,1,1,1,1,1,104.37915599661999,0,0
West,Store,Fiber,Standard,New,1,1,1,1,0,121.69669872964703,0,0
West,Phone,Fiber,Premium,New,1,1,1,1,0,116.41196877349009,0,0
East,Store,DSL,Premium,Existing,1,1,1,1,1,65.97226190518913,0,0
West,Store,DSL,Premium,New,1,1,1,1,0,63.74681261963332,1,0
East,Phone,Fiber,Basic,New,1,1,1,1,0,106.17650646562456,1,0
North,Phone,DSL,Standard,New,1,1,1,1,0,150.5460876310081,3,0
North,Store,DSL,Basic,Existing,1,1,1,1,0,134.60470532943464,0,0
South,Online,5G,Premium,Existing,1,1,1,1,1,53.76273120028511,0,0
North,Phone,Fiber,Basic,Existing,1,1,1,1,1,85.24138262919733,1,0
East,Store,Fiber,Standard,Existing,1,0,1,1,0,106.34516730770025,1,0
West,Phone,DSL,Premium,Existing,1,1,1,1,1,93.18539256440334,1,0
South,Phone,DSL,Basic,New,1,1,0,1,0,111.51821891870094,1,0
West,Phone,5G,Standard,New,0,1,1,1,0,110.22573244944651,0,0
East,Phone,Fiber,Basic,Existing,0,1,1,1,1,173.26810757693406,0,0
North,Phone,Fiber,Basic,Existing,1,1,0,1,1,173.49023306020075,1,0
South,Online,DSL,Premium,New,1,1,1,1,1,190.39357334500008,0,0
East,Online,Fiber,Standard,Existing,0,1,1,1,0,123.78469369762094,2,0
South,Online,DSL,Basic,New,0,1,1,1,1,84.22750504448445,0,0
South,Store,5G,Standard,Existing,1,1,0,1,0,150.718416633287,0,0
North,Online,DSL,Premium,Existing,1,1,1,1,0,162.2675918037678,0,0
East,Online,5G,Premium,New,1,1,1,1,1,95.81040159712566,3,0
West,Store,DSL,Premium,New,1,1,1,1,0,171.9263459965825,1,0
South,Online,5G,Standard,Existing,1,1,1,1,0,151.05252674636816,0,0
South,Phone,5G,Standard,Existing,1,1,1,1,1,195.23952737496774,1,0
West,Online,Fiber,Basic,New,1,1,1,1,1,95.24823186296346,0,0
East,Online,DSL,Standard,New,1,1,1,1,1,187.6053379519479,1,0
South,Online,Fiber,Premium,Existing,1,1,1,1,1,95.62112935157731,1,0
South,Phone,Fiber,Basic,New,1,1,1,1,0,178.63881457671167,1,0
South,Phone,DSL,Standard,Existing,0,0,1,1,0,92.4588373714056,2,1
East,Phone,Fiber,Premium,Existing,1,1,1,1,0,185.37190118187934,1,0
East,Phone,Fiber,Premium,Existing,1,1,1,1,0,42.703558610044524,0,0
West,Store,Fiber,Basic,Existing,1,1,1,1,0,104.815546357633,0,0
East,Phone,DSL,Premium,Existing,1,1,1,1,1,48.02205893828875,0,0
East,Phone,Fiber,Standard,Existing,1,1,1,1,1,105.19501588643904,0,0
North,Phone,Fiber,Premium,Existing,1,1,1,1,0,107.46938611033195,0,0
West,Phone,Fiber,Basic,New,0,1,1,1,1,185.25316568446874,2,0
South,Store,DSL,Premium,New,1,1,0,1,0,167.96433694385254,2,0
East,Online,5G,Premium,Existing,1,1,1,1,0,82.64721672053481,2,0
South,Online,5G,Standard,New,1,1,1,1,1,173.6423213017915,0,0
South,Phone,5G,Standard,Existing,1,1,1,1,1,69.03644694779958,1,0
North,Phone,5G,Standard,Existing,1,0,1,1,1,150.79783728765608,1,0
East,Phone,Fiber,Standard,New,1,0,1,1,1,84.38110632153354,0,0
West,Online,DSL,Premium,New,1,1,1,1,1,194.70632591449746,2,0
East,Online,Fiber,Standard,Existing,1,1,1,1,1,189.3850723152534,0,0
South,Phone,DSL,Premium,New,1,1,0,1,0,88.2878593672871,0,0
West,Online,Fiber,Standard,Existing,1,1,1,1,1,44.70370339383935,0,0
East,Store,5G,Standard,New,1,1,1,1,0,143.57010618231487,0,0
South,Phone,5G,Standard,Existing,1,0,1,1,0,66.03349829647918,0,0
South,Phone,DSL,Premium,Existing,1,0,1,1,1,58.80675424396222,1,0
North,Store,Fiber,Standard,Existing,1,1,1,1,0,185.1519190603768,1,0
North,Store,5G,Premium,New,1,1,1,1,1,130.19225000456402,1,0
North,Online,DSL,Standard,Existing,1,1,1,1,0,189.43916139442882,2,0
South,Store,Fiber,Standard,Existing,1,1,1,1,0,82.32839242882338,2,0
East,Phone,DSL,Basic,New,0,1,0,1,1,93.1424685523167,0,0
North,Online,Fiber,Standard,New,1,1,1,0,1,189.8856627188055,0,0
East,Store,Fiber,Premium,Existing,1,1,0,1,0,111.289283074145,0,0
North,Online,Fiber,Basic,New,1,0,1,0,0,77.43097903971974,2,1
West,Online,DSL,Premium,Existing,0,1,1,1,1,106.42793489996808,0,0
West,Online,DSL,Premium,Existing,1,0,0,0,1,96.16424088411924,1,1
North,Online,Fiber,Basic,Existing,1,1,1,0,0,166.03259371707165,0,0
South,Store,5G,Standard,New,1,1,1,1,0,105.7690696447236,3,0
North,Phone,Fiber,Basic,New,1,1,1,1,1,52.32266914722988,2,0
North,Phone,DSL,Premium,New,1,1,1,0,0,136.89459055171184,2,1
South,Store,Fiber,Standard,Existing,1,1,0,1,1,182.19381106959202,1,0
West,Phone,DSL,Basic,Existing,1,1,1,1,1,186.05513128503216,0,0
East,Online,Fiber,Premium,Existing,1,1,1,1,0,117.15627756981962,1,0
North,Online,Fiber,Standard,New,1,1,1,1,0,42.09810211441395,0,0
South,Online,5G,Premium,New,0,1,1,0,0,136.09857615544354,2,1
North,Store,5G,Standard,Existing,1,1,1,1,0,114.84509354702786,0,0
South,Online,DSL,Standard,New,0,1,1,0,0,190.6443426168595,1,1
East,Online,Fiber,Basic,New,1,1,1,1,0,181.74841025514465,1,0
East,Store,DSL,Standard,New,1,1,1,1,0,183.9511419560753,0,0
West,Online,Fiber,Premium,New,1,1,1,1,0,165.24112342143277,0,0
South,Online,Fiber,Standard,Existing,1,1,1,1,1,79.96574324058089,3,0
South,Phone,Fiber,Premium,Existing,1,1,1,1,1,132.22876599356266,1,0
West,Store,5G,Standard,Existing,1,1,1,1,0,175.37807037173462,0,0
West,Online,DSL,Standard,New,1,1,1,1,0,165.8254666721013,1,0
South,Online,Fiber,Basic,New,1,1,1,1,0,171.8063158669167,0,0
West,Online,Fiber,Standard,New,1,1,0,1,0,116.41213603118291,1,0
East,Online,DSL,Standard,Existing,1,1,0,1,0,82.5202379004223,1,0
North,Phone,DSL,Premium,New,1,1,1,1,1,50.09126058575678,0,0
East,Phone,Fiber,Premium,Existing,0,1,1,1,0,84.55907800405592,1,0
West,Phone,5G,Premium,Existing,0,1,1,1,0,43.12330808752758,2,0
South,Phone,5G,Standard,Existing,0,1,1,1,1,92.23759657210815,0,0
South,Store,Fiber,Premium,New,1,1,0,1,1,192.40074425754148,2,0
East,Online,5G,Premium,Existing,1,1,1,1,1,82.81366718394393,1,0
South,Phone,DSL,Standard,Existing,1,1,1,0,0,188.85174972382902,1,0
West,Online,5G,Premium,New,1,1,1,1,0,195.64756113542907,0,0
East,Store,DSL,Basic,Existing,1,1,1,1,1,56.45518068501822,1,0
South,Online,DSL,Basic,New,1,1,1,1,1,169.8748430290869,0,0
North,Online,DSL,Premium,Existing,0,1,1,1,0,191.81170146113146,1,0
North,Phone,DSL,Premium,New,1,1,1,1,1,73.64605253148247,0,0
West,Phone,5G,Premium,Existing,0,0,1,1,1,101.60865018337958,1,1
South,Store,DSL,Standard,Existing,1,1,1,1,0,174.0767993477758,0,0
West,Online,Fiber,Basic,Existing,1,1,1,1,0,62.50199484683009,1,0
East,Phone,DSL,Basic,New,1,1,1,1,1,129.60412910754116,0,0
North,Phone,Fiber,Premium,New,1,0,1,1,1,78.62594797002336,1,0
East,Phone,DSL,Premium,New,1,0,1,1,0,162.41282688337063,0,0
South,Store,DSL,Standard,Existing,1,1,1,1,0,138.99764134314978,1,0
West,Online,5G,Standard,New,1,1,1,0,0,138.82768235645074,0,0
West,Phone,DSL,Basic,New,0,1,1,1,0,186.59478385998648,1,0
West,Online,DSL,Standard,New,1,1,1,1,1,147.5869632774132,0,0
East,Store,5G,Basic,New,0,1,1,0,0,63.57425010176424,1,1
North,Online,5G,Premium,Existing,1,1,1,1,0,67.83311534137388,1,0
East,Phone,Fiber,Premium,Existing,1,1,0,1,1,83.9393024974021,1,0
East,Online,5G,Basic,Existing,1,1,1,0,0,46.07076387644309,4,1
South,Online,Fiber,Premium,Existing,1,0,1,0,0,98.40539160420661,1,1
South,Store,DSL,Standard,Existing,1,1,1,0,1,101.26464464131787,1,0
